"fat" "protein" "pH"
-0.000158531 -0.000177287 1.84e-05
3.38e-05 -0.00012302 8.8e-06
5.48e-05 0.000172491 0.000180286
0.00016274 8.8e-05 1.68e-05
7.59e-05 2.19e-05 -3.49e-05
-1.76e-06 9.7e-05 -1.17e-05
0.000118402 -1.25e-05 -8.33e-06
7.91e-05 -0.000103232 2.07e-05
-0.000124432 -8.41e-05 -3.51e-05
-8e-05 -4.23e-05 5.57e-05
-0.000121632 -0.000221493 3.09e-05
3.82e-05 -3.67e-05 0.000106847
0.000564296 -2.48e-05 3.53e-05
-0.000100451 -5.16e-05 5.47e-05
-0.00012378 -7.72e-05 -0.000109331
-3.88e-05 3.87e-05 -0.000100463
-2.77e-05 1.28e-05 9.12e-05
-4.03e-05 -6.77e-05 5.89e-05
-2.28e-05 -9.55e-05 -5.46e-05
2.35e-05 1.37e-05 0.000135428
0.000100649 -2.62e-05 -0.000243112
6.73e-05 -0.000131606 -0.000132878
1.79e-05 0.000227164 -1.58e-05
-4.09e-05 8.6e-05 7.87e-05
6.06e-07 -3.35e-05 -6.31e-05
-0.000152676 -0.000258871 9.8e-05
-8.56e-05 -3.55e-05 8.05e-05
0.000214457 2.3e-05 -0.000152281
9.74e-05 -0.000116426 0.000148016
-0.000113622 -6.11e-05 0.000127437
-0.000145961 6.07e-05 0.000153669
-3.99e-05 -1.68e-06 3.32e-05
0.000136311 0.002316827 0.000228157
0.00013873 0.001800796 0.000243501
0.000113545 0.000249373 0.000223788
0.00012529 -0.000811815 6.73e-05
-1.41e-05 3.26e-06 -4.4e-05
8.17e-05 2.54e-05 -9.78e-05
7.93e-05 2.47e-05 -0.000102648
7.17e-05 1.97e-05 -7.54e-05
-2.87e-05 2.09e-05 -7.02e-05
-0.000120047 -7.76e-06 -0.000112892
-4.2e-05 -0.000173428 7.85e-05
-5.27e-05 -3.33e-05 -9.2e-05
3.3e-05 0.000187528 0.00017248
-2.47e-05 0.000222279 -0.000114263
6.01e-05 -0.000123613 -7.79e-05
0.000105222 0.000143422 4.01e-05
-1.22e-05 -0.000114835 0.000127735
0.000159904 -9.82e-05 -0.000107709
0.000132602 0.0001918 -0.000212519
-1.1e-05 0.000655074 6.9e-05
0.000107058 2.17e-05 -7.99e-05
8.38e-05 -1.14e-05 -0.000159294
0.000139772 2.46e-06 -0.000125992
0.000167245 -1.34e-05 -0.001080378
6.38e-05 7.91e-06 -0.000198802
6.78e-05 8.82e-06 -0.000208857
0.000116658 0.000117892 -3.18e-05
-7.62e-05 -2.23e-05 -2.2e-05
3.06e-05 0.000330462 -5.16e-05
5.88e-05 0.000258795 1.11e-05
-9.64e-05 -3.85e-05 5.14e-06
0.000175184 0.000235141 -0.000117721
0.000131404 0.000123702 4.49e-05
1.57e-05 -3.88e-06 -2.37e-06
2.39e-05 -0.00031984 -7.04e-06
7.69e-05 -9.63e-06 4.73e-05
0.000124619 2.09e-05 8.05e-05
-1.28e-05 2.98e-05 1.31e-05
-0.000165257 0.000325852 3.39e-05
-7.82e-05 0.000151299 -6.97e-05
-3.03e-05 -8.97e-05 0.000551945
-2.41e-05 9.17e-05 9.39e-05
-0.000145092 -0.000209576 -4.51e-05
2.01e-05 1.23e-05 0.000354032
-8.21e-05 -8.17e-05 0.00013349
2.83e-05 6.97e-05 -3.74e-05
-9.92e-05 -0.000121272 -1.93e-05
-1.43e-05 4.45e-05 0.000211653
8.47e-05 0.000298885 -7.12e-05
0.000269084 1.77e-05 1.25e-05
-8.79e-05 -0.000144263 -0.000199184
-7.53e-05 -0.000153424 -5.48e-05
-2.76e-05 0.000369405 -0.000407951
0.000100705 -0.000168419 5.18e-05
-5.25e-06 3.14e-05 5.69e-05
-3.64e-05 2.32e-05 2.97e-05
-1.72e-05 -1.63e-05 2.46e-05
-8.02e-05 -6.5e-05 3.23e-06
-4.81e-05 -0.000114689 -0.00021798
-3.77e-05 -0.000149844 -0.000252332
-1.47e-05 -0.000125733 -0.000304261
-2.62e-05 -2.19e-05 -5.88e-05
1.36e-05 -4.03e-05 4.47e-05
-6.83e-05 -0.000178151 7.8e-05
-0.000191245 -9.05e-05 -5.01e-05
-4.97e-06 -0.000232367 -7.15e-05
-1.2e-05 -4.95e-05 0.00015392
-9.28e-06 -5.51e-05 3.84e-05
-4.72e-05 -0.000133818 -0.000131583
-0.000445365 -9.44e-05 -5.73e-05
-0.000143868 -2.83e-05 4.71e-06
1.24e-05 -0.000183573 -4.56e-05
1.54e-05 -2.07e-05 0.000111731
2.7e-06 7.83e-05 7.14e-05
-1.13e-06 7.54e-05 7.41e-05
-8.92e-05 -4.26e-05 0.000115562
2.23e-05 -2.67e-05 -3.94e-05
1.56e-05 -3.86e-05 -2.66e-05
8.43e-05 0.00019931 -2.4e-05
-8.05e-06 -1.19e-05 6.98e-05
8.69e-06 -8.51e-05 1.75e-05
-0.000110535 -0.00020817 0.000180511
6.45e-05 4.28e-05 8.34e-06
6.29e-05 9.17e-05 -6.84e-05
-1.49e-05 3.58e-05 7.89e-05
-6.01e-05 -9.03e-05 -0.000127162
-5.81e-05 0.000192293 -8.99e-05
-4.05e-05 0.000159736 -4.55e-05
-3.49e-05 6.4e-06 5.18e-05
-0.00027924 -1.27e-05 -0.000284285
2.22e-05 5.94e-05 4.74e-05
-2.99e-05 9.73e-05 -5.22e-05
-9.2e-05 -0.000123156 -1.08e-05
-0.000117186 -9.69e-05 -0.000151882
6.13e-05 4.51e-05 8.58e-05
-0.000190197 -4.99e-05 -0.000285293
-5.45e-06 -0.000117383 4.72e-05
7.17e-05 6.55e-05 0.000303003
1.27e-05 4.66e-05 -5.1e-05
-9.69e-05 3.65e-05 -0.000104754
-6.81e-05 0.000197562 -0.000289214
-0.000140694 -8.29e-05 -0.000107248
-8.15e-05 -0.000140045 -0.000129562
-2.32e-05 -1.59e-05 -4.72e-05
-1.46e-05 -8.29e-05 -5.32e-05
-3.67e-05 -7.16e-05 -1.93e-05
5e-05 8.23e-05 -8.2e-06
-8.52e-05 -5.97e-05 -0.000178317
-3.31e-06 3.87e-05 1.74e-05
-5.47e-05 3.4e-07 -2.78e-05
0.000182076 3.72e-05 0.000213088
-2e-05 0.000277625 -8e-05
1.26e-06 7.69e-05 -3.78e-05
0.000112084 5.14e-05 0.000103247
8.18e-08 6.2e-05 -5.5e-05
-0.000196289 -5.1e-05 0.000206995
0.0001062 0.000141994 -0.00013982
-0.00024385 -0.000360915 0.000116859
-3.68e-05 -1.56e-05 4.25e-05
-4.68e-05 -8.77e-05 0.00043972
-1.19e-06 0.000171685 2.68e-05
-0.000206899 -0.000252201 -2.58e-05
-4.22e-05 0.00012548 -8.58e-05
5.92e-07 3.76e-05 -0.000223122
0.000191341 0.00012615 9.1e-05
-2.35e-05 0.000608894 -0.000152186
9.76e-05 -0.000135824 -4.88e-06
-1.57e-05 -3.77e-05 0.006162381
1.24e-05 0.000135486 0.006063904
-0.000111534 -0.000106308 -1.11e-05
3.96e-05 -7.4e-05 0.00450938
0.000113221 0.000176922 -3.09e-05
3.23e-05 0.000198539 -0.000247815
-3.8e-05 6.26e-05 -0.000139455
4.35e-06 7.39e-05 -0.000145493
3.65e-05 0.000187662 -0.000244933
3.51e-05 6.94e-05 -3.99e-05
1.13e-05 4.24e-05 0.002820354
-5.25e-05 -0.000246481 -2.84e-05
-7.58e-05 2.88e-06 -9.76e-05
0.000107252 -0.000127257 -6.38e-05
9.37e-05 -0.000142191 -8.39e-05
-3.56e-06 -4.89e-05 -0.000130835
1.48e-05 0.00014216 -6.84e-05
-5.71e-05 0.000153906 -5.51e-05
-1.22e-05 3.93e-05 1.66e-05
-3.19e-05 9.54e-05 4.43e-05
-2.36e-05 -0.000130899 -0.000179765
5.75e-05 0.00013712 -3.67e-05
5.86e-05 0.000123377 6.21e-06
1.29e-05 -0.000224417 9.02e-05
0.00014921 -0.000245053 3.72e-05
-5.24e-05 2.76e-05 1.4e-05
0.000124341 5.05e-05 -0.000347692
-5.13e-05 -0.000370386 0.000389801
0.000105981 0.000109944 -0.000461402
-0.000173244 6.47e-05 -7.41e-05
5.36e-05 -7.56e-05 1.91e-05
-1.13e-05 -5.34e-05 0.000156978
0.000122845 3.8e-05 1.64e-05
5.93e-05 -4.09e-05 0.018081401
-7.75e-05 -0.000256874 4.72e-05
-2.76e-05 -0.000103135 0.00040467
-2.71e-05 -0.000109862 0.000304781
0.000107133 0.000820542 0.000185935
-3.91e-05 -0.000206146 0.000139627
0.000103193 6.49e-05 0.000809849
-1.25e-05 -0.000436311 0.0001139
0.000163996 7.71e-05 4.3e-05
2.44e-05 6.2e-06 7.33e-05
-3.94e-06 3.68e-06 0.000625821
-7.48e-05 -0.000340896 -0.000390051
-3.41e-05 -2.94e-05 -5.89e-05
-6.39e-05 -0.000119099 3.53e-05
-5.07e-05 -6.76e-05 0.000306812
-2.16e-05 0.000110742 -3.87e-05
9.06e-05 4.22e-05 1.1e-05
1.81e-05 -8.41e-05 0.002546782
-5.76e-05 -0.000131129 3.74e-05
-3.49e-05 -7.8e-05 -2.82e-05
-2.03e-06 0.000105674 4.09e-05
1.96e-05 0.000141119 4.79e-05
-6.28e-05 -0.000126969 3.68e-05
-4.48e-05 -6.21e-05 0.000483088
-2.68e-05 -0.000141485 0.000279465
7.15e-05 0.000143825 0.000407951
2.49e-05 0.000121208 5.92e-05
3.79e-05 0.000236131 -0.000104403
2.71e-06 3.39e-05 0.000935817
3.2e-05 8.32e-05 9.37e-05
-7.62e-06 0.000215632 -4.08e-05
2.91e-05 0.000307067 5.06e-06
1.58e-05 -5.24e-05 0.000390251
-8.57e-05 -0.000156043 -6.31e-05
1.58e-06 -0.000170453 3.97e-05
3.31e-05 -5.09e-05 0.000121258
-0.000174504 1.98e-05 0.000150217
-7.48e-05 -4.64e-05 -4.13e-05
7.82e-05 0.00021517 1.27e-05
0.000108027 0.000177438 7.54e-05
-0.000220135 -0.000130724 -0.000136163
-0.000126081 -8.55e-05 -1.47e-05
4.33e-05 0.000219141 0.000230686
2.55e-06 -3.53e-05 -4.7e-05
2.89e-05 -2.4e-05 -7.44e-05
-0.000127337 -0.000104283 -8.85e-05
-1.76e-05 -0.000128317 -7.84e-05
-2.39e-05 -8.79e-05 -5.89e-05
0.000117903 8.31e-05 -0.000406502
-0.000155552 2.31e-05 4.57e-05
-2.65e-05 5.98e-05 6.96e-05
1.33e-05 -4.23e-06 -0.000138162
4.5e-05 -8.68e-05 -3.33e-05
5.29e-05 -9.87e-05 -8.9e-05
-7.14e-05 -9.42e-05 -0.000185741
8.11e-06 -0.000166048 -0.000209598
6.55e-05 0.00013678 0.000252142
3.14e-06 -0.000187899 -1.44e-05
5.12e-05 -0.000131904 -0.000269591
3.61e-05 -3.27e-05 -0.000220833
-6.19e-05 0.000219707 -4.97e-05
-1.44e-07 4.8e-05 8.98e-05
0.00012963 3.19e-05 0.000199159
-0.000114331 -1.85e-06 9.27e-06
-7.36e-05 -3.41e-05 -5.59e-05
-1.99e-05 1.28e-05 1.93e-05
6e-06 -8.35e-05 0.000141983
7.85e-05 0.000203711 1.25e-05
-9.27e-05 -0.000257708 -0.000144647
-9.91e-05 -0.000255771 -0.000175649
-0.000114461 -0.00010357 -0.000175161
-0.000144416 6.67e-06 2.03e-05
2.2e-05 -3.11e-05 -7.76e-05
-7.09e-05 -4.88e-05 4.68e-05
-7.36e-05 -4.07e-05 -0.000124005
-0.000173576 -0.00012463 -3.6e-05
-6.86e-05 9.7e-05 2.75e-05
0.000195144 0.000114162 -0.000123805
9.06e-05 0.003638688 -4.65e-05
-0.000154469 -3.06e-06 -4.63e-05
-7.17e-05 -0.000102775 -0.000176065
5.65e-05 -0.000284409 -0.000578867
-5.46e-06 -0.000107169 -6.21e-05
-2.42e-05 -8.8e-05 -1.54e-06
-2.18e-05 -8.96e-05 2.55e-06
-2.13e-05 -8.96e-05 4e-06
-1.96e-05 -8.92e-05 -1e-05
0.000130881 -5.18e-05 8.71e-05
0.000477869 4.08e-05 0.000135101
-5.46e-05 -0.000176955 -2.87e-06
-0.000360769 4.21e-05 -0.000124541
0.000268816 0.000225005 5.71e-05
3.6e-05 1.4e-05 7.24e-05
-1.01e-05 -1.91e-05 3.79e-05
0.000107909 0.000122759 2.18e-05
0.000169774 -1.12e-06 7.09e-05
0.000219567 8.66e-05 0.000273419
6.13e-05 -5.69e-05 1.49e-05
-0.000159983 9.95e-05 -0.000187866
1.18e-05 -6.73e-05 -0.000142128
-2.33e-05 0.000120922 0.000300631
4.58e-05 -9.69e-05 0.000114677
0.000312397 9.08e-05 -0.000187119
-1.57e-05 6.42e-05 9.34e-05
-2.78e-05 6.81e-05 -0.000125601
0.000141486 8.43e-05 -8.08e-06
0.000167744 0.00018144 -3.85e-05
0.000166871 0.000175797 -3.85e-05
6.47e-05 0.00012422 -4.99e-05
9.51e-05 9.79e-05 -9.31e-05
1.84e-05 -6.94e-05 -0.00021034
7.83e-06 -4.28e-05 -9.24e-05
3.06e-05 6.09e-05 -6.33e-05
1.72e-05 -2.96e-05 -5.64e-05
0.000129496 0.000446091 -0.000104743
3.05e-05 -6.85e-05 -9.48e-05
9.29e-05 -2.28e-05 3.59e-05
-4.31e-05 -6.02e-05 1.89e-05
5.19e-05 0.000309778 -3.36e-05
0.000149586 0.000949658 9.15e-05
4.92e-05 -0.000140686 5.96e-05
2.63e-05 0.000360212 -3.35e-05
-7.48e-06 0.000201596 -8.67e-05
5.37e-05 5.93e-05 3.08e-05
1.74e-05 8.05e-05 2.32e-05
-6.09e-06 -6.21e-05 8.79e-05
-3.81e-06 4.63e-05 -3.28e-05
-0.000102688 -3.66e-05 -1.19e-05
7.46e-05 -5.34e-05 3.4e-05
3.62e-05 -1.79e-05 1.51e-05
-0.00010977 -5.29e-05 0.000120456
-9.07e-05 4.27e-05 0.000126398
9.08e-05 5.86e-05 7.47e-06
4.35e-05 2.14e-05 -2.47e-05
-7.62e-05 -9.98e-05 -5.72e-05
-1.55e-05 -0.000116145 1.29e-05
0.000249294 9.88e-05 -0.000600218
7.52e-05 0.000100952 -0.000338597
-9.43e-07 9.85e-06 -2.09e-05
-1.1e-05 8.84e-05 -0.000314351
-0.000147524 5.85e-05 -0.000273052
5.12e-05 -0.000160761 -0.000194111
0.000153314 0.00018337 7.71e-05
-0.00036346 -3.56e-05 -1.52e-05
0.000106349 5.89e-05 8.14e-05
0.000105412 0.000167617 7.8e-05
-4.21e-05 -5.09e-06 1.17e-05
-0.000142688 -0.000159314 -1.05e-05
-3.17e-05 -0.000628668 -0.000190742
0.000121621 -7.75e-05 -0.000223198
0.000117797 0.000534125 -5.87e-05
7.28e-05 0.000428442 8.74e-06
-2.46e-05 4.11e-05 1.19e-05
0.000174685 6.75e-05 0.000144165
0.00016993 -1.58e-05 0.000115974
5.95e-05 0.000159533 -5.72e-05
-4.6e-05 -0.000320574 6.31e-05
-4.19e-05 -0.000159675 0.000125778
7.09e-05 -6.59e-05 9.18e-05
9.99e-06 -6.73e-05 2.25e-06
-7.37e-05 -1.23e-05 -1.56e-05
5.36e-05 4.85e-05 -0.000136903
0.00012611 0.000375196 1.22e-05
2.71e-05 -5.52e-05 -5.45e-06
-2.26e-05 0.000163577 1.26e-05
-9.3e-05 -0.000240163 7.44e-05
2.2e-05 1.81e-07 7.3e-05
-5e-06 -0.000172341 0.000110438
1.42e-05 0.000114326 -0.000167541
-7.93e-05 9.06e-05 -0.000688842
1.59e-05 9.77e-06 -0.000112906
-9.45e-06 8.28e-05 -0.000259273
-0.000132587 0.00022052 -0.000277979
-1.52e-05 -0.000133242 -0.001002929
-2.41e-06 -0.000104004 -0.00034149
-6.45e-05 -0.000673018 -7.33e-05
-5.47e-05 -7.57e-05 -0.000106534
-3.37e-05 3.69e-05 2.62e-06
-0.000274027 5.3e-05 2.39e-05
-5.94e-05 0.000125442 -0.000147431
-0.000116538 -0.000292314 -1.09e-06
-3.09e-05 -6.23e-05 1.66e-05
-0.000174201 -0.000666367 -9.14e-05
-9.96e-06 -0.001133836 7.28e-05
-4.03e-05 -1.68e-05 5.49e-05
2.34e-05 -9.78e-05 -0.000101212
0.000121714 -4.7e-05 2.77e-06
-0.000152436 0.000200032 -0.000406606
-2.96e-05 -1.01e-05 0.000176105
-4.81e-06 6.23e-06 -0.000410222
-9.57e-05 -0.000241143 -0.000199608
-0.000157863 -1.78e-05 -0.000159923
-0.000142673 -0.000204992 -0.001240787
3.05e-05 -0.000216832 -2.19e-05
-0.00028322 -2.27e-05 -3.46e-05
-0.000104158 3.75e-05 -3.18e-05
-6.41e-05 -5.48e-05 2.11e-05
-0.00012884 -9.77e-05 1.1e-05
-0.000151849 -0.00013306 1.37e-06
-0.000154012 -0.000150036 0.000175711
-7.94e-05 -0.000223161 0.00023677
-5.4e-05 -7.06e-05 0.000102936
-9.32e-06 -0.000166624 7.22e-05
-9.19e-05 -3.33e-05 -1.88e-05
-0.000140017 -0.000222392 -0.003905055
9.77e-05 0.00010731 0.000552968
-0.000176284 4.08e-05 -0.000577389
-0.000189032 5.21e-05 -0.000149368
-0.000256622 7.58e-05 -0.000136118
9.01e-05 -0.000102761 0.000374596
1.15e-05 -8.42e-05 -5.3e-05
-4.85e-05 -7.72e-05 -8.19e-05
-2.75e-05 -7.58e-05 -4.6e-05
7.05e-05 -5.97e-05 -6.19e-05
3.91e-05 -2.49e-05 2.74e-05
3.87e-05 -3.81e-05 3.32e-05
-0.000111913 -6.44e-05 6.2e-05
-4.59e-05 -4.65e-06 7.99e-05
7.07e-05 -8.13e-05 -0.000122898
-0.000123198 3.89e-05 5.56e-05
-0.000281288 -6.98e-05 -6.92e-05
0.000125836 0.0001097 -8.86e-05
-4.26e-05 -0.000997322 1.08e-05
-0.000135283 -0.000217169 -8.06e-05
8.29e-05 -2.64e-05 -9.44e-07
-0.000157607 7.81e-06 -1.63e-05
-3.33e-05 5.14e-06 2.23e-05
7.55e-05 -4.34e-05 -5.82e-05
4.2e-05 -1.88e-05 4.51e-07
-8.31e-06 -7.99e-05 8.06e-05
-9.13e-05 4.74e-05 7.58e-06
-0.000204589 -6.74e-05 8.98e-05
5.46e-05 -0.000378435 0.000122104
0.000151124 -4.24e-06 4.62e-05
-2.05e-05 3.56e-05 -7.27e-05
-3.59e-05 -0.000107486 0.000110451
0.000126384 0.000228171 -0.000118373
-2.95e-05 -5.84e-05 -3.66e-05
-3.69e-05 -0.000217651 -3.2e-05
-2.21e-05 -1.95e-05 3.75e-05
1.8e-05 -8.04e-05 -7.17e-05
6.51e-05 -0.000114581 0.000186361
2.77e-05 7.98e-05 0.000102213
-1.96e-05 1.8e-07 -0.000102017
-5.18e-06 -0.000141646 0.000172128
5.35e-07 -0.000109097 4.25e-05
9.09e-05 0.000150399 -1.65e-05
0.000282159 0.000253385 -0.000114692
3.74e-05 -8.42e-05 -4.4e-05
-3.53e-05 3.79e-05 1.17e-05
-4.22e-05 -0.000145622 -2.86e-05
-0.000106297 7.07e-05 1.42e-05
-5.59e-05 -1.41e-06 1.4e-05
4.46e-06 6.89e-05 0.000131571
-7.26e-05 -0.000185726 5.31e-05
3.81e-05 -6.83e-05 1.83e-05
-0.000183611 0.000197934 -0.000268539
-9.95e-05 -4.61e-05 -2.08e-05
-3.4e-05 1.05e-05 -0.000269188
-6.26e-05 -2.32e-05 6.32e-05
0.000456052 0.000210094 -3.94e-05
0.000348088 0.000252117 -3.53e-05
0.000105921 0.000155889 -2.74e-05
4.47e-05 0.000175669 -2.68e-06
-0.000303994 -3.66e-05 -0.000249729
0.000256552 0.000106222 0.000143877
-5.34e-05 -6.21e-05 -1.97e-05
-1.21e-05 -1.5e-05 -2.89e-05
-0.000251678 -0.000486056 -9.56e-05
-4.35e-05 3.38e-05 -3.45e-05
0.000143877 -6.28e-06 -4.24e-05
-0.000229799 -8.49e-06 -0.000265986
-2.46e-05 -8.22e-05 -7.5e-05
1.25e-05 -0.000115078 -3.34e-05
0.000116299 4.7e-05 2.02e-05
-0.000103062 -2.85e-05 9.3e-05
-8.15e-05 -3.84e-05 -5.12e-05
-7.48e-05 -3e-05 1.34e-05
0.000248493 0.0001278 -5.37e-05
5.11e-05 -3.91e-05 -5.16e-05
0.000317484 6.27e-05 0.000194519
0.000302738 6.27e-05 0.000197067
-9.72e-05 0.000103218 -0.000165416
-0.000191863 2.95e-06 -8.48e-05
-9.25e-05 -3.01e-05 -4.62e-05
-0.000114231 -1.54e-05 -6.93e-06
-3.65e-06 4.86e-05 -9.01e-05
2.16e-05 -5.84e-05 -0.000126549
0.000105032 -0.000120849 -2.84e-05
5.1e-05 -4.86e-05 3.16e-05
9.45e-05 -0.000135572 8.09e-06
2.11e-05 -6.19e-05 -3.05e-05
0.000148838 2.29e-05 -3.84e-06
-4.94e-05 -0.000115661 0.000176883
1.78e-05 -7.03e-05 -0.00012499
-4.45e-05 0.000201678 1.98e-06
-5.65e-05 6.52e-05 1.12e-05
-2.67e-05 -0.000174062 -7.74e-05
-5.42e-05 -7.33e-05 -5.12e-05
-9.9e-06 -5.17e-06 -2.98e-05
-2.49e-05 -0.000142672 -3.36e-05
1.14e-05 1.43e-05 -3.88e-05
-3.58e-06 6.91e-05 -0.00013175
-3.64e-05 -0.000105263 2.51e-05
1.95e-05 -0.000197333 3.95e-05
-3.34e-05 0.000160633 0.000205318
-0.000123149 4.85e-05 -0.000172509
2.93e-05 -2.5e-06 0.000144225
2.94e-05 5.5e-05 3.19e-05
-1.76e-05 8.72e-05 8.68e-05
-0.000204809 -7.23e-05 -2.03e-05
-5.92e-05 -0.000175274 -5.85e-05
-0.000175337 -4.43e-05 -2.58e-05
-6.1e-05 -0.000367475 -0.000120682
-1.91e-05 0.000239641 0.000545882
7.55e-05 2.37e-05 1.52e-05
4.9e-05 -6.75e-05 -2.76e-06
-8.29e-05 3.06e-05 -6.45e-05
2.03e-05 5.39e-06 0.000245129
-0.000207732 -0.000348864 0.000190331
-2.56e-06 0.00011123 -9.46e-05
-1.32e-05 -4.96e-05 -2.33e-05
0.000119805 2.53e-05 -6.47e-05
6.5e-05 5.1e-05 9.36e-05
3.49e-05 9.9e-05 -8.67e-05
-3.61e-06 -3.94e-06 -0.000105196
7.81e-05 -1.64e-05 2.34e-05
-6.58e-05 0.000123859 -3.48e-05
4.23e-05 5.61e-05 2.94e-05
3.71e-05 -2.11e-05 2.18e-05
6.21e-06 -0.00020497 4.57e-05
0.000134033 2.5e-05 -9.47e-05
-5.88e-05 -6.84e-06 -7.69e-06
1.65e-05 5.69e-05 0.000103246
-7.07e-05 -0.000219765 0.000132416
-8.58e-05 -0.000103811 -0.000176572
-3.78e-05 0.00014485 9.28e-05
-0.000236874 -0.000114019 -0.000137679
4.23e-06 -0.000142663 3.76e-07
-0.00017777 -2.82e-06 -2.79e-06
2.44e-05 -7.34e-05 0.000458185
-8.35e-05 -1.03e-05 -9.61e-05
1.54e-05 -7.27e-05 -9.53e-05
-9.72e-07 0.000140337 4.25e-06
-8.13e-05 -5.55e-05 -1.77e-05
8.92e-06 -2.65e-05 -0.000115571
-5.93e-05 -5.25e-05 -5.42e-05
6.23e-06 -0.000140515 7.85e-05
-2.12e-05 -0.000106607 0.000111197
-0.000113118 -9.36e-05 -0.000232362
0.000121923 0.000265161 9.14e-05
-4.57e-06 -6.19e-05 -0.000153231
9.05e-05 4.29e-05 0.000178417
-3.59e-05 -0.000280794 2.31e-05
-3.29e-05 8.71e-05 -0.000147594
-3.35e-05 6.5e-05 1.45e-05
4.79e-05 4.36e-06 -4.29e-05
2.06e-05 -2.28e-05 -0.000126903
3.3e-05 2.49e-05 -2.92e-05
-2.42e-05 -0.000263296 0.000199486
7.8e-05 -8.31e-05 -0.000133847
2.29e-05 -0.000136098 -0.000368202
-0.000145073 -1.49e-05 5.53e-05
-1.19e-05 -0.000114985 7.59e-06
3.74e-05 -2.71e-05 -5.75e-05
-6.62e-05 1.11e-05 -0.000103406
0.000146371 -8.49e-05 -6.48e-05
3.61e-05 8.64e-05 0.000291911
0.000115501 -0.000308324 -6.75e-05
0.000102399 0.000162403 -3.25e-05
-8.78e-05 4.79e-05 -0.000127276
-4.88e-05 3.07e-05 -8.57e-05
-8.18e-05 -5.95e-05 8.88e-05
-3.47e-05 0.000454054 2.92e-05
-3.16e-05 3.53e-05 -0.00018424
5.52e-05 2.4e-05 0.00012181
-2.7e-05 -2.44e-05 0.000109992
3.66e-05 6.83e-05 -1.76e-05
-3.87e-05 -2.98e-05 4.73e-05
0.000157644 0.000102121 -6.65e-06
-7.42e-05 0.000109516 -3.27e-05
-9.05e-05 -0.000143719 -8.76e-05
-0.000193317 -6.21e-05 -5.12e-05
-0.000176783 7.03e-05 -6.37e-05
-7.21e-05 -6.77e-05 1.06e-05
5.35e-05 -4.45e-05 -4.57e-05
5.04e-06 1.15e-05 7.56e-05
5.71e-05 -2.46e-05 -9.1e-05
6.67e-05 -4.86e-05 9.14e-06
3.5e-05 -7.02e-05 8.52e-05
-2.7e-05 2.87e-05 -7.92e-05
-5.85e-05 -0.000111363 0.000153682
6.46e-05 6.89e-05 -5.57e-06
-5.25e-05 -8.26e-05 -6.75e-05
-0.000194359 4.31e-05 -0.000522784
2.88e-06 -3.75e-05 6.64e-05
-0.000138372 -3.53e-05 -0.000268551
-0.000120085 1.56e-06 -6.73e-05
-9.08e-05 8.13e-05 -3.37e-05
-8.87e-05 2.54e-05 -0.000122703
-7.19e-05 -8.53e-05 6.45e-05
-0.000536764 -3.92e-05 9.45e-05
-0.000149409 -0.000161565 -5.35e-05
-5.09e-05 -0.000225935 -0.000158356
-9.15e-05 -2.23e-05 8.83e-05
-7.95e-06 1.16e-05 -6.17e-05
-3.42e-06 9.03e-05 4.55e-05
-5.1e-05 -2.09e-06 -0.000105036
-3.24e-05 1.5e-05 -0.000124421
-1.06e-05 0.000329287 7.29e-06
-2.4e-05 -0.000118465 1.65e-05
2.25e-05 1.57e-05 -5e-05
-0.000130851 -8.17e-05 -0.000169807
1.35e-05 -0.000128372 -0.00017709
0.000101271 -0.000110662 -0.000124419
-6.69e-05 2.77e-05 -0.000107637
-0.000149615 4.46e-05 4.84e-05
-0.000138893 -0.000109188 -2.8e-06
-0.000158497 1.41e-05 2.75e-05
3.05e-05 6e-06 0.000538116
0.000136204 3.74e-05 -1.29e-05
0.000144665 6.3e-05 3.11e-05
0.00013806 0.00030425 0.000229165
-3.89e-05 -0.000334548 -0.001757765
0.000137978 0.000175361 0.000241324
4.68e-05 3.42e-05 7.91e-05
5.65e-05 4.01e-05 7.13e-05
0.000133502 4.47e-05 0.000160669
-0.000186409 -5.15e-05 -5.87e-05
8.84e-05 5.99e-05 0.000208354
-0.000217837 -7.34e-05 -0.000153303
-0.000319964 -0.000159565 -0.000871316
-2.88e-05 -3.71e-05 -0.000847591
7.31e-05 6.8e-05 -3.76e-05
-3.68e-05 -0.000458134 -9.49e-06
-2.72e-05 -0.000243578 -3.81e-05
9.79e-05 -0.000338747 -1.32e-05
-6.06e-05 0.000138181 0.000318996
0.000256896 3.58e-05 0.000203142
6.81e-05 9.49e-05 -0.000267712
0.000112846 -9.96e-05 -3.35e-05
-3.6e-05 -1.91e-05 -0.000765568
-3.84e-05 -7.91e-05 -0.000413525
-0.000390943 -5.47e-05 -5.12e-05
5.7e-05 0.000149762 -6.47e-05
0.000105682 -4.67e-05 0.00022956
6.26e-05 -4.44e-06 2.69e-05
9.76e-05 0.000279317 -2.24e-05
-3.06e-05 -0.000240175 -0.001845327
4.14e-05 -4.63e-06 -0.000166978
5.56e-05 -0.000217442 -0.000150973
-5.74e-06 -8.37e-05 -0.000779494
0.000121361 4.27e-05 -3.31e-05
-2.8e-05 -0.000141139 -0.000311824
-8.11e-05 -1.89e-05 2.55e-05
-0.000122066 -0.000248282 -0.000132213
